ID_Paquete,Cliente,Ciudad_Destino,Ciudad_Válida,Latitud,Longitud,Peso_kg,Volumen_Paquete_m3,Dirección
391,Ramiro Gallardo Guardiola,Santa Marta,True,11.140331,-74.014844,67.06,0.24,"Calle 76 #33-62, Santa Marta, Magdalena, Colombia"
392,Lucila Carrera Franch,Manizales,True,5.136699,-75.42334,79.58,1.56,"Calle 72 #50-31, Manizales, Caldas, Colombia"
393,Flavio Arnau Aznar,Ibagué,True,4.484477,-75.193021,16.02,0.12,"Calle 31 #37-88, Ibagué, Tolima, Colombia"
394,Valerio Blanco Sastre,Santa Marta,True,11.193287,-74.110769,58.57,0.2,"Calle 49 #98-68, Santa Marta, Magdalena, Colombia"
395,Aroa Alberto Redondo,Pasto,True,1.136554,-77.235137,51.44,1.48,"Calle 115 #78-40, Pasto, Nariño, Colombia"
396,Sabas Peiró Medina,Pereira,True,4.834597,-75.672148,48.8,1.32,"Calle 42 #13-76, Pereira, Risaralda, Colombia"
397,Anastasia Carlos Batlle,Bogotá,True,4.743901,-74.116411,12.1,1.29,"Calle 6 #23-82, Bogotá, Cundinamarca, Colombia"
398,Jordán Vilaplana Coronado,Cali,True,3.387497,-76.472635,46.86,0.71,"Calle 90 #53-37, Cali, Valle del Cauca, Colombia"
399,Jesús Muro Peiró,Manizales,True,5.056963,-75.590913,78.75,1.59,"Calle 41 #88-43, Manizales, Caldas, Colombia"
400,María Mariño Santamaria,Medellín,True,6.144924,-75.58669,53.33,2.47,"Calle 77 #62-41, Medellín, Antioquia, Colombia"
401,Amancio Quirino Bas Díez,Pasto,True,1.28097,-77.214131,43.71,2.25,"Calle 91 #68-53, Pasto, Nariño, Colombia"
402,Noa Montesinos Caballero,Bucaramanga,True,7.115549,-73.022402,74.22,0.35,"Calle 84 #46-94, Bucaramanga, Santander, Colombia"
403,Máximo del Pedro,Villavicencio,True,4.265402,-73.648991,2.62,1.37,"Calle 119 #77-67, Villavicencio, Meta, Colombia"
404,Úrsula Maristela Salamanca Salvador,Tunja,True,5.556505,-73.484876,4.95,0.49,"Calle 54 #94-55, Tunja, Boyacá, Colombia"
405,Ruperta del Font,Villavicencio,True,4.016248,-73.645464,29.31,0.09,"Calle 96 #43-70, Villavicencio, Meta, Colombia"
406,Clara Nuñez Tirado,Barranquilla,True,10.981452,-74.822047,27.94,0.43,"Calle 54 #23-70, Barranquilla, Atlántico, Colombia"
407,Juan Pablo Giralt Parejo,Villavicencio,True,4.022857,-73.601166,44.97,2.29,"Calle 68 #96-95, Villavicencio, Meta, Colombia"
408,Tito León Jordán,Bogotá,True,4.544335,-74.088098,15.91,2.15,"Calle 2 #95-3, Bogotá, Cundinamarca, Colombia"
409,Corona Valero-Cuadrado,Bogotá,True,4.749986,-74.166605,33.8,2.1,"Calle 100 #66-14, Bogotá, Cundinamarca, Colombia"
410,Angelino Benavides-Sierra,Armenia,True,4.644539,-75.514472,5.22,0.14,"Calle 9 #58-26, Armenia, Quindío, Colombia"
411,Carmela Barros Verdejo,Manizales,True,5.096976,-75.57805,53.61,0.42,"Calle 11 #13-36, Manizales, Caldas, Colombia"
412,Duilio Neira Córdoba,Armenia,True,4.406319,-75.736722,36.96,2.94,"Calle 5 #88-53, Armenia, Quindío, Colombia"
413,Loreto de Cobos,Pereira,True,4.793854,-75.722885,0.39,2.58,"Calle 108 #28-30, Pereira, Risaralda, Colombia"
414,Febe Muñoz Cerdán,Pereira,True,4.840618,-75.646995,37.43,0.52,"Calle 35 #69-10, Pereira, Risaralda, Colombia"
415,Teodosio Saturnino Doménech Salgado,Villavicencio,True,4.141772,-73.765106,21.33,1.57,"Calle 59 #87-33, Villavicencio, Meta, Colombia"
416,Victoriano Mauricio Garcia Feliu,Pasto,True,1.174066,-77.277258,15.04,0.12,"Calle 35 #96-81, Pasto, Nariño, Colombia"
417,Jenaro Piquer Escudero,Barranquilla,True,11.099746,-74.871334,54.89,1.44,"Calle 20 #88-58, Barranquilla, Atlántico, Colombia"
418,Verónica del Gallardo,Santa Marta,True,11.144619,-74.186256,57.84,2.1,"Calle 115 #23-79, Santa Marta, Magdalena, Colombia"
419,Amando Pablo Escudero,Santa Marta,True,11.186465,-74.007728,32.63,1.92,"Calle 114 #88-24, Santa Marta, Magdalena, Colombia"
420,Cándido Roman Bilbao,Cartagena,True,10.411399,-75.554368,16.4,1.07,"Calle 112 #18-20, Cartagena, Bolívar, Colombia"
421,Agustín Anguita Malo,Bucaramanga,True,7.059917,-73.131788,59.22,2.36,"Calle 112 #87-97, Bucaramanga, Santander, Colombia"
422,Marcos Sanjuan Delgado,Tunja,True,5.413816,-73.252722,49.67,0.56,"Calle 106 #41-45, Tunja, Boyacá, Colombia"
423,Regina Angulo Tapia,Santa Marta,True,11.202687,-74.022667,7.47,2.19,"Calle 47 #42-11, Santa Marta, Magdalena, Colombia"
424,Corona Carballo Quintana,Cali,True,3.424685,-76.547326,14.9,1.64,"Calle 113 #27-51, Cali, Valle del Cauca, Colombia"
425,Fito Busquets-Velázquez,Tunja,True,5.438208,-73.319701,75.92,1.84,"Calle 48 #68-47, Tunja, Boyacá, Colombia"
426,Luisina Solera Aznar,Manizales,True,5.108301,-75.573467,10.69,2.86,"Calle 61 #49-25, Manizales, Caldas, Colombia"
427,Belen Rios-Company,Medellín,True,6.135817,-75.617578,19.72,1.75,"Calle 44 #95-56, Medellín, Antioquia, Colombia"
428,Carmelita Cerdán-Salamanca,Barranquilla,True,10.959315,-74.788552,11.12,2.73,"Calle 89 #4-96, Barranquilla, Atlántico, Colombia"
429,Isa Doménech Báez,Armenia,True,4.526237,-75.765677,22.31,1.73,"Calle 8 #52-69, Armenia, Quindío, Colombia"
430,Lisandro Requena Arias,Cartagena,True,10.393073,-75.40206,5.68,0.36,"Calle 78 #71-31, Cartagena, Bolívar, Colombia"
431,Plinio Rubén Roman Guitart,Bogotá,True,4.719568,-74.086705,60.91,1.72,"Calle 80 #41-38, Bogotá, Cundinamarca, Colombia"
432,Anabel Carlos Sedano,Cali,True,3.392773,-76.457031,16.17,1.57,"Calle 11 #84-82, Cali, Valle del Cauca, Colombia"
433,Brunilda Carreño Cañete,Manizales,True,5.17853,-75.42814,79.05,0.98,"Calle 28 #50-92, Manizales, Caldas, Colombia"
434,Pelayo Puga Reina,Neiva,True,2.987918,-75.365056,32.96,1.13,"Calle 47 #19-14, Neiva, Huila, Colombia"
435,Manu Correa Bertrán,Bogotá,True,4.787799,-74.154028,1.05,0.98,"Calle 76 #88-32, Bogotá, Cundinamarca, Colombia"
436,Lorenzo Segarra-Boada,Armenia,True,4.508974,-75.615898,32.44,2.71,"Calle 9 #11-95, Armenia, Quindío, Colombia"
437,Tamara Pont Alcolea,Bucaramanga,True,7.128381,-73.001815,10.68,1.34,"Calle 108 #48-1, Bucaramanga, Santander, Colombia"
438,Leire Velasco Herranz,Santa Marta,True,11.171537,-74.150468,8.15,2.57,"Calle 44 #72-2, Santa Marta, Magdalena, Colombia"
439,Marina de Pérez,Pasto,True,1.18203,-77.212718,1.61,0.07,"Calle 12 #34-38, Pasto, Nariño, Colombia"
440,Isabela Rivas,Villavicencio,True,4.074269,-73.591232,12.11,1.82,"Calle 83 #7-39, Villavicencio, Meta, Colombia"
441,Gastón España Pinto,Manizales,True,5.016723,-75.449191,30.71,2.35,"Calle 33 #59-7, Manizales, Caldas, Colombia"
442,Adelaida Rovira-Sabater,Tunja,True,5.57728,-73.214806,67.43,0.57,"Calle 14 #88-51, Tunja, Boyacá, Colombia"
443,Porfirio de Castillo,Villavicencio,True,4.232252,-73.597604,61.48,2.44,"Calle 62 #41-54, Villavicencio, Meta, Colombia"
444,Tecla de Lerma,Bucaramanga,True,7.062036,-73.071905,42.25,2.12,"Calle 105 #14-20, Bucaramanga, Santander, Colombia"
445,Gabriel Zapata Benito,Pasto,True,1.237466,-77.279285,79.55,1.59,"Calle 7 #80-20, Pasto, Nariño, Colombia"
446,Jose Manuel Mas Company,Medellín,True,6.248289,-75.680335,46.35,0.97,"Calle 31 #48-66, Medellín, Antioquia, Colombia"
447,Ramiro Baena Colom,Santa Marta,True,11.196483,-74.097208,74.34,0.56,"Calle 96 #60-9, Santa Marta, Magdalena, Colombia"
448,Inés Vallejo Puga,Cali,True,3.345761,-76.541728,59.97,0.95,"Calle 21 #74-38, Cali, Valle del Cauca, Colombia"
449,Jose Antonio Solera Benavides,Pasto,True,1.267335,-77.233357,54.71,2.76,"Calle 43 #73-79, Pasto, Nariño, Colombia"
450,Amaya Godoy Cardona,Neiva,True,2.902709,-75.154874,43.92,0.89,"Calle 111 #48-26, Neiva, Huila, Colombia"
451,Joaquín Sandoval-Redondo,Pereira,True,4.833855,-75.727737,26.88,1.45,"Calle 49 #64-12, Pereira, Risaralda, Colombia"
452,Emperatriz Izquierdo Herrera,Villavicencio,True,4.187276,-73.610299,63.49,0.8,"Calle 87 #75-69, Villavicencio, Meta, Colombia"
453,Juanito Ricart Puga,Armenia,True,4.583914,-75.774115,45.36,0.36,"Calle 27 #62-37, Armenia, Quindío, Colombia"
454,Pascual de Lillo,Manizales,True,5.070643,-75.450325,7.29,2.72,"Calle 30 #91-11, Manizales, Caldas, Colombia"
455,Pascual Iborra Plana,Barranquilla,True,11.087358,-74.887092,36.47,0.86,"Calle 29 #5-73, Barranquilla, Atlántico, Colombia"
456,Obdulia Vera Maestre Ros,Bogotá,True,4.597093,-74.005712,8.72,0.86,"Calle 117 #64-8, Bogotá, Cundinamarca, Colombia"
457,Aurelio Orozco Crespo,Medellín,True,6.30268,-75.551242,79.81,3.0,"Calle 39 #41-79, Medellín, Antioquia, Colombia"
458,Apolonia Pareja Miró,Pasto,True,1.180493,-77.119637,43.67,1.27,"Calle 16 #14-85, Pasto, Nariño, Colombia"
459,Cristian Hernandez Torres,Barranquilla,True,10.945218,-74.817896,63.16,0.46,"Calle 118 #75-36, Barranquilla, Atlántico, Colombia"
460,Dimas Mario Giner Huguet,Pereira,True,4.804825,-75.672414,55.48,2.67,"Calle 1 #48-50, Pereira, Risaralda, Colombia"
461,Florina Sanz,Bucaramanga,True,7.136435,-73.020522,30.94,1.58,"Calle 63 #14-2, Bucaramanga, Santander, Colombia"
462,Isa Tapia Morata,Manizales,True,5.08175,-75.418852,32.71,2.22,"Calle 109 #90-47, Manizales, Caldas, Colombia"
463,Isabela Vall,Neiva,True,2.830069,-75.324765,72.13,0.76,"Calle 27 #28-41, Neiva, Huila, Colombia"
464,Luis Puerta Márquez,Armenia,True,4.486449,-75.615713,63.45,1.24,"Calle 44 #30-65, Armenia, Quindío, Colombia"
465,Celestino Moles Galiano,Bucaramanga,True,7.131607,-73.179472,52.74,0.53,"Calle 24 #51-21, Bucaramanga, Santander, Colombia"
466,Teobaldo Ledesma Morales,Tunja,True,5.492601,-73.443097,79.43,2.63,"Calle 25 #21-84, Tunja, Boyacá, Colombia"
467,Carmela Abellán Gil,Bucaramanga,True,7.184651,-73.124453,64.96,2.16,"Calle 9 #17-63, Bucaramanga, Santander, Colombia"
468,Eugenia Garzón Jordán,Medellín,True,6.15587,-75.654027,36.6,2.63,"Calle 2 #11-4, Medellín, Antioquia, Colombia"
469,Gaspar Tejera Guijarro,Santa Marta,True,11.172579,-74.019101,5.05,2.69,"Calle 82 #58-55, Santa Marta, Magdalena, Colombia"
470,Coral Loreto Castelló Sandoval,Cartagena,True,10.484636,-75.400372,12.49,0.03,"Calle 99 #31-24, Cartagena, Bolívar, Colombia"
471,Epifanio Rosselló Guzman,Bogotá,True,4.703554,-74.018886,58.58,0.96,"Calle 9 #8-82, Bogotá, Cundinamarca, Colombia"
472,Andrés del Yáñez,Tunja,True,5.564087,-73.449061,50.22,2.82,"Calle 64 #7-72, Tunja, Boyacá, Colombia"
473,Genoveva Jerez Aramburu,Cartagena,True,10.393328,-75.556242,30.43,0.51,"Calle 25 #55-14, Cartagena, Bolívar, Colombia"
474,Lilia Reina,Villavicencio,True,4.205898,-73.533744,36.29,1.49,"Calle 80 #62-82, Villavicencio, Meta, Colombia"
475,Vicente Exposito Gámez,Manizales,True,5.114122,-75.506104,73.93,2.89,"Calle 28 #92-65, Manizales, Caldas, Colombia"
476,Griselda Bello Acedo,Villavicencio,True,4.070354,-73.744691,64.94,2.98,"Calle 34 #96-6, Villavicencio, Meta, Colombia"
477,Ildefonso Yuste Ramirez,Armenia,True,4.560985,-75.604904,11.24,1.68,"Calle 59 #86-87, Armenia, Quindío, Colombia"
478,Lucía Alfaro Sabater,Ibagué,True,4.425568,-75.156945,77.48,0.46,"Calle 8 #18-67, Ibagué, Tolima, Colombia"
479,Cándido Salas Calleja,Cali,True,3.305499,-76.431555,0.39,1.07,"Calle 109 #56-72, Cali, Valle del Cauca, Colombia"
480,Joan Correa Guillen,Ibagué,True,4.333321,-75.153557,58.63,0.98,"Calle 63 #26-72, Ibagué, Tolima, Colombia"
481,Aura Perez-Alfaro,Bucaramanga,True,7.158137,-73.015244,47.36,2.38,"Calle 56 #6-42, Bucaramanga, Santander, Colombia"
482,Claudia del Tovar,Manizales,True,5.162493,-75.577342,61.01,1.61,"Calle 25 #85-96, Manizales, Caldas, Colombia"
483,Viviana del Ibañez,Pereira,True,4.856901,-75.721275,60.31,0.62,"Calle 2 #61-77, Pereira, Risaralda, Colombia"
484,Adalberto Enrique Milla Vaquero,Armenia,True,4.433352,-75.798633,39.26,2.51,"Calle 18 #56-53, Armenia, Quindío, Colombia"
485,Nacho Campillo,Bucaramanga,True,7.194342,-73.101033,5.62,2.17,"Calle 42 #39-23, Bucaramanga, Santander, Colombia"
486,Josefina Madrigal Cabezas,Tunja,True,5.54445,-73.409689,76.04,1.15,"Calle 52 #85-30, Tunja, Boyacá, Colombia"
487,Lupita Infante Cueto,Cartagena,True,10.302678,-75.486352,26.3,1.78,"Calle 93 #45-69, Cartagena, Bolívar, Colombia"
488,Vito Salamanca,Pereira,True,4.718142,-75.615228,6.6,1.82,"Calle 2 #46-97, Pereira, Risaralda, Colombia"
489,Adela Gutierrez Vilalta,Cali,True,3.461908,-76.529529,7.08,1.84,"Calle 119 #22-43, Cali, Valle del Cauca, Colombia"
490,René Ribera Morante,Bogotá,True,4.654806,-74.080499,68.97,1.23,"Calle 50 #71-40, Bogotá, Cundinamarca, Colombia"
491,Asdrubal de Alba,Bucaramanga,True,7.07196,-73.150335,29.24,0.44,"Calle 5 #95-18, Bucaramanga, Santander, Colombia"
492,Moisés Camacho Carrión,Barranquilla,True,11.023124,-74.856816,41.77,0.94,"Calle 83 #94-51, Barranquilla, Atlántico, Colombia"
493,Natalia Ponce-Lloret,Armenia,True,4.41612,-75.546465,64.47,2.56,"Calle 37 #26-65, Armenia, Quindío, Colombia"
494,Nydia Murcia Carranza,Pereira,True,4.746701,-75.745828,72.57,2.04,"Calle 17 #96-91, Pereira, Risaralda, Colombia"
495,Aurora de Peláez,Armenia,True,4.637544,-75.602207,59.65,0.54,"Calle 18 #29-1, Armenia, Quindío, Colombia"
496,Leandro Zapata Cifuentes,Pereira,True,4.831943,-75.640139,25.65,1.92,"Calle 94 #5-74, Pereira, Risaralda, Colombia"
497,Mireia Gomila Clavero,Bogotá,True,4.617722,-74.032726,26.35,0.09,"Calle 102 #40-16, Bogotá, Cundinamarca, Colombia"
498,Amador del Cordero,Neiva,True,2.926662,-75.241443,59.41,2.56,"Calle 37 #60-17, Neiva, Huila, Colombia"
499,Rafa Cortes-Garcés,Manizales,True,5.182623,-75.535893,60.96,0.62,"Calle 38 #79-2, Manizales, Caldas, Colombia"
500,América Anguita-Villalba,Ibagué,True,4.329891,-75.183655,56.03,1.72,"Calle 83 #81-90, Ibagué, Tolima, Colombia"
501,Félix Hidalgo Giner,Barranquilla,True,10.90304,-74.795495,67.63,2.25,"Calle 46 #95-37, Barranquilla, Atlántico, Colombia"
502,Prudencio Martorell,Cali,True,3.40385,-76.508121,5.17,2.94,"Calle 23 #85-54, Cali, Valle del Cauca, Colombia"
503,Gonzalo Castells Nevado,Neiva,True,2.87841,-75.129891,68.55,0.4,"Calle 117 #52-66, Neiva, Huila, Colombia"
504,Adoración Rosado Mur,Santa Marta,True,11.122738,-74.296282,46.7,0.68,"Calle 64 #5-44, Santa Marta, Magdalena, Colombia"
505,Sara de Ripoll,Cartagena,True,10.301181,-75.401777,37.94,1.03,"Calle 103 #69-50, Cartagena, Bolívar, Colombia"
506,Arcelia Moll Pons,Santa Marta,True,11.229782,-74.299882,5.18,2.33,"Calle 78 #22-45, Santa Marta, Magdalena, Colombia"
507,Nayara Cabanillas Segovia,Ibagué,True,4.455262,-75.261768,8.44,2.77,"Calle 8 #62-84, Ibagué, Tolima, Colombia"
508,Humberto Serna Pozuelo,Barranquilla,True,10.91751,-74.711391,22.62,0.73,"Calle 80 #48-51, Barranquilla, Atlántico, Colombia"
509,Valentina Llamas Catalán,Ibagué,True,4.412932,-75.270852,59.72,1.19,"Calle 50 #26-76, Ibagué, Tolima, Colombia"
510,Florina Anselma Menéndez Santana,Cartagena,True,10.467985,-75.462927,24.97,2.46,"Calle 3 #18-33, Cartagena, Bolívar, Colombia"
511,Águeda Neira Torrijos,Medellín,True,6.332521,-75.516656,47.92,1.32,"Calle 41 #73-98, Medellín, Antioquia, Colombia"
512,Andrés Felipe Marqués Barceló,Armenia,True,4.50808,-75.695503,23.47,1.7,"Calle 21 #71-3, Armenia, Quindío, Colombia"
513,Eusebia Calleja Pozo,Pereira,True,4.847049,-75.671482,63.61,2.13,"Calle 104 #72-52, Pereira, Risaralda, Colombia"
514,Luís Menéndez-Egea,Barranquilla,True,11.025549,-74.735565,67.41,0.21,"Calle 119 #9-40, Barranquilla, Atlántico, Colombia"
515,Florinda Bru Morata,Pasto,True,1.136884,-77.265056,36.1,1.92,"Calle 5 #66-76, Pasto, Nariño, Colombia"
516,Cándido de Malo,Cartagena,True,10.347296,-75.570884,69.2,2.22,"Calle 104 #72-6, Cartagena, Bolívar, Colombia"
517,José Antonio Martin,Pereira,True,4.798106,-75.780526,8.98,0.37,"Calle 71 #31-56, Pereira, Risaralda, Colombia"
518,Susanita Tejada-Prada,Barranquilla,True,10.91859,-74.809981,52.09,1.37,"Calle 46 #28-81, Barranquilla, Atlántico, Colombia"
519,Pío Juan Pablo Peral Manjón,Santa Marta,True,11.157024,-74.015899,37.49,0.31,"Calle 30 #85-32, Santa Marta, Magdalena, Colombia"
520,Eligio Marín Bárcena,Bucaramanga,True,7.061092,-73.034775,28.36,1.0,"Calle 88 #4-69, Bucaramanga, Santander, Colombia"
521,Eladio Solano Hervia,Armenia,True,4.577792,-75.703085,17.85,0.76,"Calle 83 #29-54, Armenia, Quindío, Colombia"
522,Alfredo Mulet Alba,Pereira,True,4.850244,-75.674532,20.15,1.28,"Calle 33 #8-76, Pereira, Risaralda, Colombia"
523,Susana Mendizábal Tolosa,Bogotá,True,4.796598,-74.097457,57.51,2.93,"Calle 76 #81-88, Bogotá, Cundinamarca, Colombia"
524,Juanito Aarón Blázquez Roldán,Cali,True,3.39059,-76.565919,74.31,2.12,"Calle 114 #22-84, Cali, Valle del Cauca, Colombia"
525,Ale Gaya Gimeno,Armenia,True,4.592236,-75.683735,49.14,1.36,"Calle 6 #72-95, Armenia, Quindío, Colombia"
526,Isidro Aguilera Alba,Neiva,True,2.867879,-75.245476,68.73,2.43,"Calle 68 #31-47, Neiva, Huila, Colombia"
527,Carlito Araujo,Tunja,True,5.521877,-73.375614,56.1,0.12,"Calle 26 #6-11, Tunja, Boyacá, Colombia"
528,Yéssica Cabrero Piña,Bucaramanga,True,7.173145,-73.018891,43.64,0.46,"Calle 112 #1-9, Bucaramanga, Santander, Colombia"
529,Benigno Aurelio Chamorro Luna,Tunja,True,5.544662,-73.45088,28.74,1.01,"Calle 25 #70-10, Tunja, Boyacá, Colombia"
530,Encarnación Iglesias,Pasto,True,1.120408,-77.13455,14.09,2.33,"Calle 103 #69-58, Pasto, Nariño, Colombia"
531,Ambrosio Macario Camps Márquez,Ibagué,True,4.375306,-75.109125,69.5,1.47,"Calle 88 #27-43, Ibagué, Tolima, Colombia"
532,María Ángeles Navarro Rosales,Bucaramanga,True,7.091155,-73.168615,33.05,0.5,"Calle 109 #75-60, Bucaramanga, Santander, Colombia"
533,Benigna Coloma,Barranquilla,True,11.047273,-74.838902,15.88,0.5,"Calle 70 #64-98, Barranquilla, Atlántico, Colombia"
534,Ana Belén del Céspedes,Cali,True,3.446845,-76.420565,52.7,1.83,"Calle 79 #14-92, Cali, Valle del Cauca, Colombia"
535,Ovidio Iñiguez Hervás,Bucaramanga,True,7.172367,-73.166378,14.07,2.21,"Calle 97 #92-78, Bucaramanga, Santander, Colombia"
536,Ruperto Nicolás,Cartagena,True,10.495108,-75.426907,22.88,2.26,"Calle 77 #50-65, Cartagena, Bolívar, Colombia"
537,Ricarda Aparicio Gallego,Neiva,True,2.983808,-75.108353,30.28,1.12,"Calle 119 #98-62, Neiva, Huila, Colombia"
538,Marisol Berenguer Boada,Cartagena,True,10.46204,-75.484069,37.39,0.92,"Calle 120 #71-93, Cartagena, Bolívar, Colombia"
539,Néstor Salas Ballesteros,Cali,True,3.488942,-76.522258,3.11,2.06,"Calle 21 #4-81, Cali, Valle del Cauca, Colombia"
540,Lucas Sanabria Vergara,Medellín,True,6.148793,-75.526667,53.43,0.66,"Calle 115 #38-1, Medellín, Antioquia, Colombia"
541,Manu Tamarit-Becerra,Cartagena,True,10.373496,-75.563951,23.28,2.01,"Calle 71 #55-36, Cartagena, Bolívar, Colombia"
542,Clotilde Amalia García Ayllón,Medellín,True,6.376563,-75.544028,24.19,2.7,"Calle 26 #63-27, Medellín, Antioquia, Colombia"
543,Evaristo Ballesteros-Vall,Barranquilla,True,11.093584,-74.899573,65.86,1.9,"Calle 36 #22-67, Barranquilla, Atlántico, Colombia"
544,Cipriano Barón Agustín,Pereira,True,4.774548,-75.608655,28.82,2.04,"Calle 80 #80-39, Pereira, Risaralda, Colombia"
545,Marcial Prats Heredia,Bogotá,True,4.678412,-74.031156,33.27,1.85,"Calle 86 #22-82, Bogotá, Cundinamarca, Colombia"
546,Amado Agustí Campos,Barranquilla,True,11.022998,-74.772945,19.54,0.21,"Calle 97 #30-46, Barranquilla, Atlántico, Colombia"
547,Rodrigo Perales Sastre,Cartagena,True,10.391823,-75.560122,30.79,0.95,"Calle 114 #88-18, Cartagena, Bolívar, Colombia"
548,Vito Ángel Pozo Lago,Cali,True,3.31811,-76.453497,69.97,0.46,"Calle 97 #96-3, Cali, Valle del Cauca, Colombia"
549,Amando del Llamas,Pereira,True,4.826243,-75.717374,30.44,2.87,"Calle 93 #45-76, Pereira, Risaralda, Colombia"
550,Ramiro Llamas Becerra,Cartagena,True,10.359574,-75.450928,54.55,2.1,"Calle 19 #89-80, Cartagena, Bolívar, Colombia"
551,Simón Soriano Sotelo,Neiva,True,2.938955,-75.338067,36.83,2.82,"Calle 59 #35-20, Neiva, Huila, Colombia"
552,Narcisa Valcárcel Tomás,Armenia,True,4.422069,-75.719215,27.82,1.55,"Calle 3 #16-36, Armenia, Quindío, Colombia"
553,Carolina Nélida Colom Galán,Villavicencio,True,4.2782,-73.768202,22.11,0.55,"Calle 102 #79-2, Villavicencio, Meta, Colombia"
554,Alejandra Fiol Salom,Manizales,True,5.097417,-75.580389,54.43,2.37,"Calle 14 #87-48, Manizales, Caldas, Colombia"
555,Natividad Vendrell,Ibagué,True,4.38059,-75.202842,38.37,1.88,"Calle 97 #43-60, Ibagué, Tolima, Colombia"
556,Angelino Nuñez,Ibagué,True,4.414861,-75.129344,1.6,2.17,"Calle 57 #36-3, Ibagué, Tolima, Colombia"
557,Hector Goñi Bayo,Armenia,True,4.608779,-75.733018,66.47,1.57,"Calle 12 #66-76, Armenia, Quindío, Colombia"
558,Pía Román Navas,Cartagena,True,10.310249,-75.476354,69.79,2.67,"Calle 86 #20-32, Cartagena, Bolívar, Colombia"
559,Sabina Posada Iglesias,Cartagena,True,10.452258,-75.503174,27.64,0.38,"Calle 28 #22-73, Cartagena, Bolívar, Colombia"
560,Marcos Díaz Acero,Pereira,True,4.738103,-75.698748,36.06,2.54,"Calle 71 #3-30, Pereira, Risaralda, Colombia"
561,Isabel Fabra Cisneros,Bucaramanga,True,7.156768,-73.123517,19.8,2.01,"Calle 58 #87-64, Bucaramanga, Santander, Colombia"
562,Nazario Esteve,Cali,True,3.436828,-76.443489,18.34,0.09,"Calle 69 #47-56, Cali, Valle del Cauca, Colombia"
563,Salvador Garcés Taboada,Bogotá,True,4.542339,-74.09563,60.1,0.17,"Calle 51 #56-51, Bogotá, Cundinamarca, Colombia"
564,Haroldo Galan Zamora,Pasto,True,1.197506,-77.131154,59.65,1.65,"Calle 11 #92-92, Pasto, Nariño, Colombia"
565,Celia Velasco Nicolau,Manizales,True,5.152557,-75.547928,11.47,0.13,"Calle 86 #25-44, Manizales, Caldas, Colombia"
566,Ana Belén Cortina,Barranquilla,True,10.935329,-74.749167,46.9,2.83,"Calle 116 #99-37, Barranquilla, Atlántico, Colombia"
567,Adrián Gallego-Busquets,Neiva,True,2.942494,-75.290531,17.27,1.01,"Calle 20 #13-67, Neiva, Huila, Colombia"
568,Marcelo Armengol Doménech,Bogotá,True,4.583389,-74.011083,38.86,0.45,"Calle 103 #1-49, Bogotá, Cundinamarca, Colombia"
569,Vanesa Vara Lago,Armenia,True,4.653242,-75.681057,11.98,2.04,"Calle 51 #96-85, Armenia, Quindío, Colombia"
570,Marco Giner Delgado,Tunja,True,5.540187,-73.439117,31.72,0.83,"Calle 101 #3-52, Tunja, Boyacá, Colombia"
571,Jovita Armida Amaya Paredes,Pereira,True,4.76214,-75.79506,77.49,0.86,"Calle 36 #88-27, Pereira, Risaralda, Colombia"
572,Melchor Araujo-Chaparro,Neiva,True,2.996615,-75.37225,39.6,1.62,"Calle 52 #57-46, Neiva, Huila, Colombia"
573,Baudelio del Egea,Medellín,True,6.182611,-75.563253,21.9,1.79,"Calle 47 #62-41, Medellín, Antioquia, Colombia"
574,Isa Ibarra Bermúdez,Ibagué,True,4.424649,-75.141189,35.88,1.54,"Calle 96 #24-13, Ibagué, Tolima, Colombia"
575,Susana Olmedo Moreno,Neiva,True,2.86769,-75.336945,14.22,1.93,"Calle 111 #20-12, Neiva, Huila, Colombia"
576,Leticia Rosalía Escobar Zaragoza,Tunja,True,5.544463,-73.384017,43.73,1.85,"Calle 71 #22-11, Tunja, Boyacá, Colombia"
577,Juana Morata Orozco,Pereira,True,4.897244,-75.752428,12.48,2.7,"Calle 111 #67-81, Pereira, Risaralda, Colombia"
578,Nerea Amor Pou,Pasto,True,1.24737,-77.366457,8.9,1.25,"Calle 29 #87-36, Pasto, Nariño, Colombia"
579,Esperanza Galván Chacón,Barranquilla,True,11.05464,-74.760477,58.72,1.99,"Calle 112 #20-6, Barranquilla, Atlántico, Colombia"
580,Chus Vicente-Coello,Armenia,True,4.679507,-75.553463,51.31,2.45,"Calle 89 #92-44, Armenia, Quindío, Colombia"
581,María Del Carmen Vallés Pons,Tunja,True,5.510382,-73.480839,49.44,1.95,"Calle 110 #39-59, Tunja, Boyacá, Colombia"
582,Melchor Crespo Rivera,Barranquilla,True,10.9759,-74.875487,31.85,1.13,"Calle 63 #88-66, Barranquilla, Atlántico, Colombia"
583,Gustavo Ismael Español Soria,Neiva,True,2.897474,-75.355004,50.51,2.07,"Calle 117 #44-50, Neiva, Huila, Colombia"
584,Paloma Peiró Daza,Cartagena,True,10.363988,-75.486362,23.96,0.23,"Calle 117 #99-87, Cartagena, Bolívar, Colombia"
585,Hipólito Jeremías Andrés Torrent,Cali,True,3.329188,-76.445505,9.63,0.81,"Calle 16 #47-19, Cali, Valle del Cauca, Colombia"
